asin,title,url,manufacturer,price,price_strikethrough,coupon_discount,rating,reviews_count,sales_volume,pos,best_seller,is_prime,is_sponsored,currency,coupon_discount_type,not_available,shipping_information,search_keyword,amazon_domain,size_value,size_unit,price_per_100unit_final
B0CH15WJ74,"Nature Box Feuchtigkeit Festes Shampoo mit Kokosnuss-Öl, Naturkosmetik Vegan, 250 milliliters, 3er Pack (3 x 85g)",/Nature-Box-Feuchtigkeit-Kokosnuss-Öl-Naturkosmetik/dp/B0CH15WJ74/ref=sr_1_61?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-61,,10.4,,,4.5,51,50.0,13,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,85.0,g,4.078
B0CN7BLDCN,"Störtebekker® Premium Shampoo Bar Weihnachtsedition Zimt-Orange Duft - Festes Shampoo Herren & Damen - 3in1 Duschseife Männer für Haare, Kopfhaut & Bart - vegan, handgefertigt - 100g",/Störtebekker®-Festes-Shampoo-Weihnachtsedition-Zimt-Orange/dp/B0CN7BLDCN/ref=sr_1_62?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-62,,10.99,,,4.2,69,50.0,14,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,100.0,g,10.99
B0FPCQYW1F,"Nature Triangle Shampoo Bar, Usman Grass Shampoo Bar, Nature Seven Green Soap 𝐒hampoo 𝐁ar, Beruhigt Und Stärkt Das Haar Für Frauen Und Männer, Sanfte Reinigung Und Pflegende Pflege (2 Stück)",/Triangle-𝐒hampoo-Beruhigt-Reinigung-Pflegende/dp/B0FPCQYW1F/ref=sr_1_63?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-63,,15.88,,,0.0,0,,15,False,False,False,EUR,,,GRATIS Lieferung 24. - 30. Okt. für qualifizierte Erstbestellung,shampoo bar,de,,,13.233
B08VCCNQLB,Foamie Shampoo Bar,/Foamie-Shampoo-Shake-Your-Coconuts/dp/B08VCCNQLB/ref=sr_1_64?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-64,,7.25,,,4.3,818,,16,False,False,False,EUR,,,"GRATIS Lieferung Fr., 10. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,9.063
B0BT56DMJS,"Kitsch Purple Shampoo Bar für blondes Haar – tonisierende violette Shampoo-Riegel mit Biotin zur Stärkung des Haares und Neutralisierung von Messingtönen, veganes festes Shampoo-Riegel für Haarglanz",/Kitsch-Purple-Shampoo-blondes-Haar/dp/B0BT56DMJS/ref=sr_1_65?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-65,,13.99,,,4.4,3480,,17,False,False,False,EUR,,,"GRATIS Lieferung Fr., 10. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,15.374
B09Z73MQJG,"Foamie 2in1 Festes Shampoo & Duschgel Kinder, Shampoo Mädchen mit Bio-Mandelöl und Pfirsich für bessere Kämmbarkeit, Mild zu Haut und Haar, 100% Vegan, Plastikfrei, 80g",/Foamie-Duschgel-Bio-Mandelöl-Kämmbarkeit-Plastikfrei/dp/B09Z73MQJG/ref=sr_1_66?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-66,,4.95,,,4.6,233,50.0,18,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,80.0,g,6.188
B0DX78M3YK,"SKINBRO® Festes Shampoo Männer — Premium Shampoo Bar für Herren - Sportlich & Frisch - Made in Germany - Veganes & Nachhaltiges Duschseife Männer ohne Silikone - Duschpflege für Haar, Gesicht & Körper",/SKINBRO®-Festes-Shampoo-Männer-Nachhaltiges/dp/B0DX78M3YK/ref=sr_1_67?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-67,,9.99,,,3.8,55,100.0,19,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,13.32
B0D91GPH8V,"Shefave Reiswasser Shampoo und Conditioner Seife Set, Anti-Haarausfall Reis Shampoo Bar, 2PCS Haarseife Fester Conditioner Set, Rice Water Shampoo für Haarwachstum, Nährend, Stärkend",/Shefave-Reiswasser-Conditioner-Anti-Haarausfall-Haarwachstum/dp/B0D91GPH8V/ref=sr_1_68?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-68,,8.84,,,3.8,25,,20,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,5.525
B0D91G7RKF,"Shefave Reisshampoo Bar, 2PCS Reiswasser Shampoo Bar mit Sheabutter, Kokosl, Anti-Haarausfall, fr Haarwachstum, nhrend, volumenstrkend und strkend",/Shefave-Reisshampoo-Anti-Haarausfall-Haarwachstum-volumenstärkend/dp/B0D91G7RKF/ref=sr_1_69?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-69,,9.99,,,3.4,20,,21,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,12.488
B0CTTS8WNK,"WELEDA Bio Festes Shampoo Reparatur & Pflege - Naturkosmetik Haarpflege Seife schützt vor Spliss & Haarbruch mit Bio Sheabutter, Arganöl & Keratin. Natürliches Haarshampoo ohne Silikone (vegan / 50g)",/WELEDA-Festes-Shampoo-Reparatur-Pflege/dp/B0CTTS8WNK/ref=sr_1_70?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-70,,5.24,5.95,,4.1,98,50.0,22,False,False,False,EUR,,,"GRATIS Lieferung Mi., 8. Okt. für qualifizierte ErstbestellungOder schnellste Lieferung Di., 7. Okt.",shampoo bar,de,50.0,g,10.48
B0FNMYM89W,"Festes Anti-Schuppen Shampoo mit Schaumnetz - Natural Haarseife mit Sheabutter, 3 in1 Duschseife Männer für Haar, Gesicht, Körper, Anti-Haarausfall Shampoo Seife für Herren & Damen, handgefertigt",/Festes-Anti-Schuppen-Shampoo-Schaumnetz-Anti-Haarausfall/dp/B0FNMYM89W/ref=sr_1_71?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-71,,9.99,,,1.0,1,,23,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,999.0
B0BWF1MKGQ,"2 Stück Ginger Hair Regrowth Shampoo Bar, Ingwer Shampoo Seife, Ingwer Haarwuchs Shampoo Riegel, Anti Hair Loss Shampoo Soap, Ginger Shampoo Bar für fördert Gesundes Haarwachstum",/Regrowth-Shampoo-Haarwuchs-Gesundes-Haarwachstum/dp/B0BWF1MKGQ/ref=sr_1_72?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-72,,14.99,,,4.1,90,,24,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,9.927
B0CTTLY83Z,"WELEDA Bio Festes Shampoo Feuchtigkeit & Glanz - Naturkosmetik Haarpflege Seife für gesund aussehendes Haar mit Aloe Vera, Kokosnussöl & Hanfprotein. Natürliches Haarshampoo ohne Silikone (vegan, 50g)",/WELEDA-Festes-Shampoo-Feuchtigkeit-Glanz/dp/B0CTTLY83Z/ref=sr_1_73?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-73,,5.36,5.95,,4.1,76,50.0,25,False,False,False,EUR,,,"GRATIS Lieferung Mo., 6. Okt. für qualifizierte Erstbestellung",shampoo bar,de,50.0,g,10.72
B0BTK41544,"Kitsch 2-in-1 Shampoo & Body Wash Bar – Ultra Sensitive Bar Shampoo und Body Bar Soap für Radiant Haar & Haut, fragrance Free Solid Shampoo Bar für Haar & natürliche Body Soap | Zero Waste – 80 ml",/Kitsch-Shampoo-Body-Wash-Bar/dp/B0BTK41544/ref=sr_1_74?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-74,,29.77,37.16,,4.5,502,,26,False,False,False,EUR,,,"GRATIS Lieferung Fr., 10. Okt. für 49 € von Artikel mit Versand durch Amazon",shampoo bar,de,80.0,ml,32.714
B0FP52CNQK,"Nature Triangle Shampoo Bar, Nature Seven Green Soap Shampoo, Usman Grass 𝐒hampoo Bar, Calming & Strengthens Hair for Women and Mens (2 Pcs)",/Triangle-Shampoo-𝐒hampoo-Calming-Strengthens/dp/B0FP52CNQK/ref=sr_1_75?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-75,,19.99,,,4.0,1,,27,False,False,False,EUR,,,GRATIS Lieferung 17. - 29. Okt. für qualifizierte Erstbestellung,shampoo bar,de,,,1999.0
B08Z7J5GLM,"Davines Volu Shampoo Bar, 100 g",/Davines-Volu-Shampoo-Bar-100g/dp/B08Z7J5GLM/ref=sr_1_76?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-76,,19.9,,,4.3,91,,28,False,False,False,EUR,,,GRATIS Lieferung 10. - 11. Okt. für qualifizierte Erstbestellung,shampoo bar,de,100.0,g,1990.0
B0D538XMLR,"Anti Gray Bar, Hair Darkening Shampoo Bar, Grey Reverse Shampoo Bar, Festes Shampoo Frauen und Männern Gegen Graues Haar Bei, Reinigendes und feuchtigkeitsspendendes Haar(2Stücke)",/Darkening-Shampoo-Reverse-Reinigendes-feuchtigkeitsspendendes/dp/B0D538XMLR/ref=sr_1_77?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-77,,9.99,,,2.6,30,,29,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,8.325
B0DCKJ242F,"Enooso - Bio-Shampoo Gegen Haarausfall, Stärkt Mit Rosmarinöl, Verdünnt Mit Reinigendem Rizinusöl, Für Fettiges Haar, 100% Natürliches und Veganes Festes Shampoo",/Enooso-Bio-Shampoo-Haarausfall-reinigendem-natürliches/dp/B0DCKJ242F/ref=sr_1_78?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-78,,12.9,,,4.6,172,300.0,30,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,
B0BCW6P33F,"2Stück Ginger Shampoo Bar - Ingwer-Haarwuchs-Riegel Gegen Haarausfall, Fördert Gesundes Haarwachstum",/Regrowth-Ingwer-Haarwuchs-Shampoo-Riegel-Haarausfall-Gesundes-Haarwachstum/dp/B0BCW6P33F/ref=sr_1_79?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-79,,8.99,,,3.8,84,,31,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,449.5
B07QPHJK86,"GREENDOOR Naturkosmetik Shampoo Bar Orange vegan 75g, festes plastikfreies Haarshampoo ohne Sulfate Parabene, Haare pflegende Bio Sheabutter + Aloe Vera, natürliche Haarpflege",/Shampoo-Bar-Haarshampoo-Naturkosmetik-Brokkolisamenöl-ätherisches/dp/B07QPHJK86/ref=sr_1_80?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-80,,7.95,,,4.1,303,,32,False,False,False,EUR,,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,75.0,g,10.6
B0FP8Y6TGX,"Nature Triangle Shampoo Bar, Nature Seven Green Shampoo, pflanzliches festes Shamp𝐨𝐨, sanfte Reinigung und nährende Pflege für gesund aussehendes Haar (1PCS)",/Triangle-pflanzliches-Shamp𝐨𝐨-Reinigung-aussehendes/dp/B0FP8Y6TGX/ref=sr_1_81?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-81,,13.88,,11.0,3.0,3,,33,False,False,False,EUR,percentage,,GRATIS Lieferung 24. - 30. Okt. für qualifizierte Erstbestellung,shampoo bar,de,,,1388.0
B0FJF2W7CC,"2PCS Onion Biotin Shampoo Bar, Zwiebel Rosemarin Shampoo Bar, Biotin Haarseife Haarausfall,Onion Rosemary Haarseife für Haarwachstum,Tiefenreinigung und Verbesserung der Kopfhaut,für alle Haartypen",/Rosemarin-Haarausfall-Haarwachstum-Tiefenreinigung-Verbesserung/dp/B0FJF2W7CC/ref=sr_1_82?dib=eyJ2IjoiMSJ9.NMYuOpHdy9cpXZesrAG0y3PlL1bEPMA1M5C1Gb4y-FpMcThgj68Fz-tPcphdeSpRKbtX2uRiZqdCnr7pYRXySl6IIT5hl2eS0mbBm1LAFmfDtcOJ8eWwJ_lZDGF1cdK9eZxqli2XyEdcz2YPXGAHDsWFKFokEInj-q-u_tIyjSFTvVrgU0uU8Y91axa3XV_C3eWg0DMJ22P8oJAoPLch-LG35nMV6B_aj_-K9MuAFwMvSVNId68hITYRXN-1mHq6A_UzCvKY_znGtGz8w9f48zNOaQPtJzbhUW0MpWGdjUU.bEQtHQH_2Sa_oPtIt1CvwygjO1xoe58qqjBVc7nXVoE&dib_tag=se&keywords=shampoo+bar&qid=1759403416&sr=8-82,,11.99,12.99,2.0,0.0,0,,34,False,False,False,EUR,nominal,,"GRATIS Lieferung Di., 7. Okt. für qualifizierte Erstbestellung",shampoo bar,de,,,9.992
